,Purchase,Target,WeekofPurchase,PurchaseWeek,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,PriceDiff_Pos_Neg_None,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
1065,CH,0,251,w-251,7,1.86,2.09,0.1,0,0,0,0.484778,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
53,CH,0,252,w-252,4,1.99,2.23,0,0,0,0,0.793712,2.23,1.99,0.24,13,No,0,0,0.24,4
79,CH,0,252,w-252,2,1.89,2.09,0.13,0,0,0,0.868928,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
88,CH,0,252,w-252,4,1.99,2.23,0,0,0,0,0.68,2.23,1.99,0.24,13,No,0,0,0.24,4
151,MM,1,252,w-252,7,1.86,2.09,0.1,0,0,0,0.16384,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
358,MM,1,252,w-252,4,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,13,No,0,0,0.24,4
508,CH,0,252,w-252,3,1.99,2.23,0,0,0,0,0.874171,2.23,1.99,0.24,13,No,0,0,0.24,3
739,MM,1,252,w-252,3,1.99,2.23,0,0,0,0,0.3072,2.23,1.99,0.24,13,No,0,0,0.24,3
835,MM,1,252,w-252,3,1.99,2.23,0,0,0,0,0.16384,2.23,1.99,0.24,13,No,0,0,0.24,3
891,CH,0,252,w-252,7,1.86,2.09,0.1,0,0,0,0.5,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
1022,CH,0,252,w-252,2,1.89,2.09,0.13,0,0,0,0.610093,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
1046,CH,0,252,w-252,1,1.76,2.09,0,0,0,0,0.821742,2.09,1.76,0.33,13,No,0,0,0.33,1
1066,CH,0,252,w-252,7,1.86,2.09,0.1,0,0,0,0.587822,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
113,CH,0,253,w-253,2,1.89,2.09,0.13,0,0,0,0.757438,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
209,CH,0,253,w-253,7,1.86,2.09,0.1,0,0,0,0.880462,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
226,MM,1,253,w-253,1,1.76,2.09,0,0,0,0,0.459072,2.09,1.76,0.33,13,No,0,0,0.33,1
286,MM,1,253,w-253,3,1.99,2.23,0,0,0,0,0.001889,2.23,1.99,0.24,13,No,0,0,0.24,3
305,MM,1,253,w-253,3,1.99,2.23,0,0,0,0,0.424874,2.23,1.99,0.24,13,No,0,0,0.24,3
342,CH,0,253,w-253,7,1.86,2.09,0.1,0,0,0,0.83616,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
476,CH,0,253,w-253,7,1.86,2.09,0.1,0,0,0,0.4,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
482,CH,0,253,w-253,2,1.89,2.09,0.13,0,0,0,0.6,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
564,CH,0,253,w-253,1,1.76,2.09,0,0,0,0,0.5,2.09,1.76,0.33,13,No,0,0,0.33,1
570,MM,1,253,w-253,1,1.76,2.09,0,0,0,0,0.4,2.09,1.76,0.33,13,No,0,0,0.33,1
591,CH,0,253,w-253,7,1.86,2.09,0.1,0,0,0,0.584,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
661,CH,0,253,w-253,1,1.76,2.09,0,0,0,0,0.6,2.09,1.76,0.33,13,No,0,0,0.33,1
740,CH,0,253,w-253,3,1.99,2.23,0,0,0,0,0.24576,2.23,1.99,0.24,13,No,0,0,0.24,3
764,CH,0,253,w-253,2,1.89,2.09,0.13,0,0,0,0.68,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
859,CH,0,253,w-253,7,1.86,2.09,0.1,0,0,0,0.96564,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
892,CH,0,253,w-253,7,1.86,2.09,0.1,0,0,0,0.6,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
991,MM,1,253,w-253,7,1.86,2.09,0.1,0,0,0,0.5,2.09,1.76,0.33,13,Yes,0,0.053763,0.23,0
1047,CH,0,253,w-253,1,1.76,2.09,0,0,0,0,0.857394,2.09,1.76,0.33,13,No,0,0,0.33,1
20,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,13,Yes,0,0,0.32,0
54,MM,1,254,w-254,4,1.99,2.29,0,0,1,0,0.834969,2.29,1.99,0.3,13,No,0,0,0.3,4
114,CH,0,254,w-254,2,1.89,2.09,0.13,0,0,0,0.805951,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
184,CH,0,254,w-254,4,1.99,2.29,0,0,1,0,0.997639,2.29,1.99,0.3,13,No,0,0,0.3,4
240,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.856474,2.18,1.86,0.32,13,Yes,0,0,0.32,0
338,MM,1,254,w-254,7,1.86,2.18,0,0,0,0,0.048963,2.18,1.86,0.32,13,Yes,0,0,0.32,0
343,CH,0,254,w-254,1,1.76,2.09,0,0,0,0,0.868928,2.09,1.76,0.33,13,No,0,0,0.33,1
381,CH,0,254,w-254,2,1.89,2.09,0.13,0,0,0,0.104858,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
535,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.766528,2.18,1.86,0.32,13,Yes,0,0,0.32,0
580,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,13,Yes,0,0,0.32,0
592,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.6672,2.18,1.86,0.32,13,Yes,0,0,0.32,0
593,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.73376,2.18,1.86,0.32,13,Yes,0,0,0.32,0
652,CH,0,254,w-254,2,1.89,2.09,0.13,0,0,0,0.930825,2.09,1.76,0.33,13,No,0,0.068783,0.2,2
670,CH,0,254,w-254,4,1.99,2.29,0,0,1,0,0.5,2.29,1.99,0.3,13,No,0,0,0.3,4
684,MM,1,254,w-254,7,1.86,2.18,0,0,0,0,0.16384,2.18,1.86,0.32,13,Yes,0,0,0.32,0
705,MM,1,254,w-254,3,1.99,2.29,0,0,1,0,0.001511,2.29,1.99,0.3,13,No,0,0,0.3,3
876,CH,0,254,w-254,4,1.99,2.29,0,0,1,0,0.68,2.29,1.99,0.3,13,No,0,0,0.3,4
893,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.68,2.18,1.86,0.32,13,Yes,0,0,0.32,0
982,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.52,2.18,1.86,0.32,13,Yes,0,0,0.32,0
999,CH,0,254,w-254,7,1.86,2.18,0,0,0,0,0.544,2.18,1.86,0.32,13,Yes,0,0,0.32,0
1023,MM,1,254,w-254,4,1.99,2.29,0,0,1,0,0.688075,2.29,1.99,0.3,13,No,0,0,0.3,4
80,CH,0,255,w-255,4,1.99,2.29,0,0,0,0,0.895142,2.29,1.99,0.3,13,No,0,0,0.3,4
115,CH,0,255,w-255,2,1.89,2.18,0.13,0,0,0,0.844761,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
143,MM,1,255,w-255,4,1.99,2.29,0,0,0,0,0.6,2.29,1.99,0.3,13,No,0,0,0.3,4
185,CH,0,255,w-255,4,1.99,2.29,0,0,0,0,0.998111,2.29,1.99,0.3,13,No,0,0,0.3,4
339,MM,1,255,w-255,7,1.86,2.18,0,0,0,0,0.03917,2.18,1.86,0.32,13,Yes,0,0,0.32,0
410,MM,1,255,w-255,7,1.86,2.18,0,0,0,0,0.421938,2.18,1.86,0.32,13,Yes,0,0,0.32,0
464,CH,0,255,w-255,7,1.86,2.18,0,0,0,0,0.6672,2.18,1.86,0.32,13,Yes,0,0,0.32,0
483,CH,0,255,w-255,2,1.89,2.18,0.13,0,0,0,0.68,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
509,CH,0,255,w-255,3,1.99,2.29,0,0,0,0,0.899337,2.29,1.99,0.3,13,No,0,0,0.3,3
574,CH,0,255,w-255,3,1.99,2.29,0,0,0,0,0.199771,2.29,1.99,0.3,13,No,0,0,0.3,3
581,CH,0,255,w-255,7,1.86,2.18,0,0,0,0,0.6,2.18,1.86,0.32,13,Yes,0,0,0.32,0
594,CH,0,255,w-255,7,1.86,2.18,0,0,0,0,0.787008,2.18,1.86,0.32,13,Yes,0,0,0.32,0
706,MM,1,255,w-255,3,1.99,2.29,0,0,0,0,0.001209,2.29,1.99,0.3,13,No,0,0,0.3,3
943,MM,1,255,w-255,2,1.89,2.18,0.13,0,0,0,0.035549,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
1048,CH,0,255,w-255,1,1.76,2.18,0,0,0,0,0.885915,2.18,1.76,0.42,13,No,0,0,0.42,1
36,CH,0,256,w-256,3,1.99,2.29,0,0,0,0,0.6352,2.29,1.99,0.3,13,No,0,0,0.3,3
55,CH,0,256,w-256,4,1.99,2.29,0,0,0,0,0.667976,2.29,1.99,0.3,13,No,0,0,0.3,4
56,CH,0,256,w-256,4,1.99,2.29,0,0,0,0,0.73438,2.29,1.99,0.3,13,No,0,0,0.3,4
210,CH,0,256,w-256,7,1.86,2.18,0,0,0,0,0.90437,2.18,1.86,0.32,13,Yes,0,0,0.32,0
306,MM,1,256,w-256,2,1.89,2.18,0.13,0,0,0,0.339899,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
367,MM,1,256,w-256,3,1.99,2.29,0,0,0,0,0.32,2.29,1.99,0.3,13,No,0,0,0.3,3
441,CH,0,256,w-256,1,1.76,2.18,0,0,0,0,0.584,2.18,1.76,0.42,13,No,0,0,0.42,1
448,CH,0,256,w-256,7,1.86,2.18,0,0,0,0,0.619686,2.18,1.86,0.32,13,Yes,0,0,0.32,0
575,MM,1,256,w-256,3,1.99,2.29,0,0,0,0,0.359817,2.29,1.99,0.3,13,No,0,0,0.3,3
595,CH,0,256,w-256,7,1.86,2.18,0,0,0,0,0.829606,2.18,1.86,0.32,13,Yes,0,0,0.32,0
629,CH,0,256,w-256,2,1.89,2.18,0.13,0,0,0,0.32,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
667,MM,1,256,w-256,2,1.89,2.18,0.13,0,0,0,0.4,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
685,MM,1,256,w-256,7,1.86,2.18,0,0,0,0,0.131072,2.18,1.86,0.32,13,Yes,0,0,0.32,0
707,MM,1,256,w-256,3,1.99,2.29,0,0,0,0,0.000967,2.29,1.99,0.3,13,No,0,0,0.3,3
741,CH,0,256,w-256,3,1.99,2.29,0,0,0,0,0.396608,2.29,1.99,0.3,13,No,0,0,0.3,3
758,MM,1,256,w-256,2,1.89,2.18,0.13,0,0,0,0.5,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
765,CH,0,256,w-256,2,1.89,2.18,0.13,0,0,0,0.744,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
804,CH,0,256,w-256,7,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,13,Yes,0,0,0.32,0
863,CH,0,256,w-256,7,1.86,2.18,0,0,0,0,0.4,2.18,1.86,0.32,13,Yes,0,0,0.32,0
877,CH,0,256,w-256,4,1.99,2.29,0,0,0,0,0.744,2.29,1.99,0.3,13,No,0,0,0.3,4
894,CH,0,256,w-256,7,1.86,2.18,0,0,0,0,0.744,2.18,1.86,0.32,13,Yes,0,0,0.32,0
944,MM,1,256,w-256,3,1.99,2.29,0,0,0,0,0.028439,2.29,1.99,0.3,13,No,0,0,0.3,3
945,MM,1,256,w-256,2,1.89,2.18,0.13,0,0,0,0.022751,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
1024,CH,0,256,w-256,2,1.89,2.18,0.13,0,0,0,0.55046,2.18,1.76,0.42,13,No,0,0.068783,0.29,2
1049,CH,0,256,w-256,1,1.76,2.18,0,0,0,0,0.908732,2.18,1.76,0.42,13,No,0,0,0.42,1
1067,CH,0,256,w-256,7,1.86,2.18,0,0,0,0,0.670258,2.18,1.86,0.32,13,Yes,0,0,0.32,0
21,CH,0,257,w-257,7,1.86,2.18,0,0,0,0,0.6,2.18,1.86,0.32,13,Yes,0,0,0.32,0
57,CH,0,257,w-257,4,1.99,2.29,0,0.4,0,1,0.787504,1.89,1.99,-0.1,10,No,0.174672,0,0.3,4
116,CH,0,257,w-257,3,1.99,2.29,0,0.4,0,1,0.875808,1.89,1.99,-0.1,10,No,0.174672,0,0.3,3
117,CH,0,257,w-257,2,1.86,2.18,0,0,0,0,0.900647,2.18,1.86,0.32,13,No,0,0,0.32,2
186,CH,0,257,w-257,4,1.99,2.29,0,0.4,0,1,0.998489,1.89,1.99,-0.1,10,No,0.174672,0,0.3,4
241,CH,0,257,w-257,7,1.86,2.18,0,0,0,0,0.885179,2.18,1.86,0.32,13,Yes,0,0,0.32,0
258,CH,0,257,w-257,2,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,13,No,0,0,0.32,2
321,CH,0,257,w-257,3,1.99,2.29,0,0.4,0,1,0.6,1.89,1.99,-0.1,10,No,0.174672,0,0.3,3
382,CH,0,257,w-257,2,1.86,2.18,0,0,0,0,0.283886,2.18,1.86,0.32,13,No,0,0,0.32,2
397,CH,0,257,w-257,7,1.86,2.18,0,0,0,0,0.198186,2.18,1.86,0.32,13,Yes,0,0,0.32,0
418,MM,1,257,w-257,3,1.99,2.29,0,0.4,0,1,0.074419,1.89,1.99,-0.1,10,No,0.174672,0,0.3,3
435,MM,1,257,w-257,4,1.99,2.29,0,0.4,0,1,0.48,1.89,1.99,-0.1,10,No,0.174672,0,0.3,4
442,CH,0,257,w-257,1,1.76,2.18,0,0,0,0,0.6672,2.18,1.76,0.42,13,No,0,0,0.42,1
520,CH,0,257,w-257,2,1.86,2.18,0,0,0,0,0.6,2.18,1.86,0.32,13,No,0,0,0.32,2
596,CH,0,257,w-257,7,1.86,2.18,0,0,0,0,0.863685,2.18,1.86,0.32,13,Yes,0,0,0.32,0
708,MM,1,257,w-257,3,1.99,2.29,0,0.4,0,1,0.000774,1.89,1.99,-0.1,10,No,0.174672,0,0.3,3
794,MM,1,257,w-257,1,1.76,2.18,0,0,0,0,0.083886,2.18,1.76,0.42,13,No,0,0,0.42,1
895,CH,0,257,w-257,7,1.86,2.18,0,0,0,0,0.7952,2.18,1.86,0.32,13,Yes,0,0,0.32,0
1068,MM,1,257,w-257,7,1.86,2.18,0,0,0,0,0.736206,2.18,1.86,0.32,13,Yes,0,0,0.32,0
22,CH,0,258,w-258,1,1.76,2.18,0,0,0,0,0.68,2.18,1.76,0.42,13,No,0,0,0.42,1
37,CH,0,258,w-258,1,1.76,2.18,0,0,0,0,0.70816,2.18,1.76,0.42,13,No,0,0,0.42,1
58,CH,0,258,w-258,4,1.99,2.29,0,0,0,0,0.830003,2.29,1.99,0.3,13,No,0,0,0.3,4
59,CH,0,258,w-258,7,1.86,2.18,0,0,0,0,0.864003,2.18,1.86,0.32,13,Yes,0,0,0.32,0
118,CH,0,258,w-258,2,1.86,2.18,0,0,0,0,0.920517,2.18,1.86,0.32,13,No,0,0,0.32,2
211,CH,0,258,w-258,7,1.86,2.18,0,0,0,0,0.923496,2.18,1.86,0.32,13,Yes,0,0,0.32,0
242,CH,0,258,w-258,7,1.86,2.18,0,0,0,0,0.908143,2.18,1.86,0.32,13,Yes,0,0,0.32,0
368,MM,1,258,w-258,2,1.86,2.18,0,0,0,0,0.256,2.18,1.86,0.32,13,No,0,0,0.32,2
376,CH,0,258,w-258,1,1.76,2.18,0,0,0,0,0.32,2.18,1.76,0.42,13,No,0,0,0.42,1
398,MM,1,258,w-258,7,1.86,2.18,0,0,0,0,0.358548,2.18,1.86,0.32,13,Yes,0,0,0.32,0
419,MM,1,258,w-258,2,1.86,2.18,0,0,0,0,0.059535,2.18,1.86,0.32,13,No,0,0,0.32,2
443,CH,0,258,w-258,1,1.76,2.18,0,0,0,0,0.73376,2.18,1.76,0.42,13,No,0,0,0.42,1
510,CH,0,258,w-258,3,1.99,2.29,0,0,0,0,0.919469,2.29,1.99,0.3,13,No,0,0,0.3,3
556,CH,0,258,w-258,7,1.86,2.18,0,0,0,0,0.346296,2.18,1.86,0.32,13,Yes,0,0,0.32,0
582,CH,0,258,w-258,7,1.86,2.18,0,0,0,0,0.68,2.18,1.86,0.32,13,Yes,0,0,0.32,0
597,CH,0,258,w-258,7,1.86,2.18,0,0,0,0,0.890948,2.18,1.86,0.32,13,Yes,0,0,0.32,0
805,CH,0,258,w-258,1,1.76,2.18,0,0,0,0,0.6,2.18,1.76,0.42,13,No,0,0,0.42,1
878,MM,1,258,w-258,4,1.99,2.29,0,0,0,0,0.7952,2.29,1.99,0.3,13,No,0,0,0.3,4
896,CH,0,258,w-258,7,1.86,2.18,0,0,0,0,0.83616,2.18,1.86,0.32,13,Yes,0,0,0.32,0
946,MM,1,258,w-258,2,1.86,2.18,0,0,0,0,0.018201,2.18,1.86,0.32,13,No,0,0,0.32,2
996,MM,1,258,w-258,7,1.86,2.18,0,0,0,0,0.256,2.18,1.86,0.32,13,Yes,0,0,0.32,0
1025,CH,0,258,w-258,4,1.99,2.29,0,0,0,0,0.640368,2.29,1.99,0.3,13,No,0,0,0.3,4
23,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.744,2.18,1.86,0.32,13,Yes,0,0,0.32,0
60,CH,0,259,w-259,4,1.99,2.29,0,0,0,0,0.891202,2.29,1.99,0.3,13,No,0,0,0.3,4
119,CH,0,259,w-259,3,1.99,2.29,0,0,0,0,0.936414,2.29,1.99,0.3,13,No,0,0,0.3,3
120,CH,0,259,w-259,2,1.86,2.18,0,0.4,0,1,0.949131,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
212,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.938797,2.18,1.86,0.32,13,Yes,0,0,0.32,0
243,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.926515,2.18,1.86,0.32,13,Yes,0,0,0.32,0
267,MM,1,259,w-259,2,1.86,2.18,0,0.4,0,1,0.6672,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
287,MM,1,259,w-259,3,1.99,2.29,0,0,0,0,0.001511,2.29,1.99,0.3,13,No,0,0,0.3,3
362,MM,1,259,w-259,7,1.86,2.18,0,0,0,0,0.4,2.18,1.86,0.32,13,Yes,0,0,0.32,0
420,MM,1,259,w-259,3,1.99,2.29,0,0,0,0,0.047628,2.29,1.99,0.3,13,No,0,0,0.3,3
521,CH,0,259,w-259,2,1.86,2.18,0,0.4,0,1,0.68,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
539,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.32,2.18,1.86,0.32,13,Yes,0,0,0.32,0
542,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,13,Yes,0,0,0.32,0
598,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.912758,2.18,1.86,0.32,13,Yes,0,0,0.32,0
599,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.930207,2.18,1.86,0.32,13,Yes,0,0,0.32,0
613,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.36384,2.18,1.86,0.32,13,Yes,0,0,0.32,0
614,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.491072,2.18,1.86,0.32,13,Yes,0,0,0.32,0
668,MM,1,259,w-259,2,1.86,2.18,0,0.4,0,1,0.32,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
686,MM,1,259,w-259,7,1.86,2.18,0,0,0,0,0.104858,2.18,1.86,0.32,13,Yes,0,0,0.32,0
709,MM,1,259,w-259,3,1.99,2.29,0,0,0,0,0.000619,2.29,1.99,0.3,13,No,0,0,0.3,3
710,MM,1,259,w-259,3,1.99,2.29,0,0,0,0,0.000495,2.29,1.99,0.3,13,No,0,0,0.3,3
742,CH,0,259,w-259,3,1.99,2.29,0,0,0,0,0.517286,2.29,1.99,0.3,13,No,0,0,0.3,3
743,CH,0,259,w-259,3,1.99,2.29,0,0,0,0,0.613829,2.29,1.99,0.3,13,No,0,0,0.3,3
759,MM,1,259,w-259,2,1.86,2.18,0,0.4,0,1,0.4,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
792,CH,0,259,w-259,2,1.86,2.18,0,0.4,0,1,0.4,1.78,1.86,-0.08,10,No,0.183486,0,0.32,2
795,MM,1,259,w-259,1,1.76,1.99,0,0.2,0,1,0.067109,1.79,1.76,0.03,13,No,0.100503,0,0.23,1
806,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.68,2.18,1.86,0.32,13,Yes,0,0,0.32,0
807,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.744,2.18,1.86,0.32,13,Yes,0,0,0.32,0
860,CH,0,259,w-259,1,1.76,1.99,0,0.2,0,1,0.972512,1.79,1.76,0.03,13,No,0.100503,0,0.23,1
897,CH,0,259,w-259,7,1.86,2.18,0,0,0,0,0.868928,2.18,1.86,0.32,13,Yes,0,0,0.32,0
947,MM,1,259,w-259,7,1.86,2.18,0,0,0,0,0.014561,2.18,1.86,0.32,13,Yes,0,0,0.32,0
61,CH,0,260,w-260,4,1.99,2.09,0,0,0,0,0.912962,2.09,1.99,0.1,13,No,0,0,0.1,4
121,CH,0,260,w-260,2,1.86,2.18,0,0.7,0,0,0.959305,1.48,1.86,-0.38,10,No,0.321101,0,0.32,2
187,CH,0,260,w-260,4,1.99,2.09,0,0,0,0,0.998791,2.09,1.99,0.1,13,No,0,0,0.1,4
213,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.951037,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
244,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.941212,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
344,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.895142,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
383,MM,1,260,w-260,2,1.86,2.18,0,0.7,0,0,0.427109,1.48,1.86,-0.38,10,No,0.321101,0,0.32,2
421,MM,1,260,w-260,3,1.99,2.09,0,0,0,0,0.038103,2.09,1.99,0.1,13,No,0,0,0.1,3
449,MM,1,260,w-260,3,1.99,2.09,0,0,0,0,0.695749,2.09,1.99,0.1,13,No,0,0,0.1,3
511,CH,0,260,w-260,3,1.99,2.09,0,0,0,0,0.935575,2.09,1.99,0.1,13,No,0,0,0.1,3
583,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.744,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
600,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.944165,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
601,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.955332,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
615,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.592858,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
630,MM,1,260,w-260,2,1.86,2.18,0,0.7,0,0,0.456,1.48,1.86,-0.38,10,No,0.321101,0,0.32,2
653,CH,0,260,w-260,2,1.86,2.18,0,0.7,0,0,0.94466,1.48,1.86,-0.38,10,No,0.321101,0,0.32,2
671,CH,0,260,w-260,1,1.76,1.99,0,0.2,0,0,0.6,1.79,1.76,0.03,13,No,0.100503,0,0.23,1
687,MM,1,260,w-260,7,1.86,2.13,0,0.24,0,0,0.083886,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
711,MM,1,260,w-260,3,1.99,2.09,0,0,0,0,0.000396,2.09,1.99,0.1,13,No,0,0,0.1,3
766,CH,0,260,w-260,2,1.86,2.18,0,0.7,0,0,0.7952,1.48,1.86,-0.38,10,No,0.321101,0,0.32,2
778,MM,1,260,w-260,1,1.76,1.99,0,0.2,0,0,0.6,1.79,1.76,0.03,13,No,0.100503,0,0.23,1
868,MM,1,260,w-260,4,1.99,2.09,0,0,0,0,0.606319,2.09,1.99,0.1,13,No,0,0,0.1,4
879,CH,0,260,w-260,4,1.99,2.09,0,0,0,0,0.63616,2.09,1.99,0.1,13,No,0,0,0.1,4
898,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.895142,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
948,MM,1,260,w-260,3,1.99,2.09,0,0,0,0,0.011649,2.09,1.99,0.1,13,No,0,0,0.1,3
1006,MM,1,260,w-260,3,1.99,2.09,0,0,0,0,0.083886,2.09,1.99,0.1,13,No,0,0,0.1,3
1026,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.712294,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
1027,CH,0,260,w-260,7,1.86,2.13,0,0.24,0,0,0.769835,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
1028,CH,0,260,w-260,1,1.76,1.99,0,0.2,0,0,0.815868,1.79,1.76,0.03,13,No,0.100503,0,0.23,1
122,CH,0,261,w-261,1,1.76,1.99,0,0,0,0,0.967444,1.99,1.76,0.23,13,No,0,0,0.23,1
123,CH,0,261,w-261,2,1.86,2.18,0,0,0,0,0.973955,2.18,1.86,0.32,13,No,0,0,0.32,2
144,MM,1,261,w-261,7,1.86,2.13,0,0.24,0,0,0.48,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
188,CH,0,261,w-261,4,1.99,2.09,0,0,0,0,0.999033,2.09,1.99,0.1,13,No,0,0,0.1,4
245,CH,0,261,w-261,7,1.86,2.13,0,0.24,0,0,0.952969,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
270,MM,1,261,w-261,2,1.86,2.18,0,0,0,0,0.53376,2.18,1.86,0.32,13,No,0,0,0.32,2
288,MM,1,261,w-261,3,1.99,2.09,0,0,0,0,0.001209,2.09,1.99,0.1,13,No,0,0,0.1,3
345,CH,0,261,w-261,7,1.86,2.13,0,0.24,0,0,0.916114,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
363,MM,1,261,w-261,7,1.86,2.13,0,0.24,0,0,0.32,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
411,MM,1,261,w-261,7,1.86,2.13,0,0.24,0,0,0.33755,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
422,MM,1,261,w-261,3,1.99,2.09,0,0,0,0,0.030482,2.09,1.99,0.1,13,No,0,0,0.1,3
436,MM,1,261,w-261,1,1.76,1.99,0,0,0,0,0.384,1.99,1.76,0.23,13,No,0,0,0.23,1
444,CH,0,261,w-261,1,1.76,1.99,0,0,0,0,0.787008,1.99,1.76,0.23,13,No,0,0,0.23,1
602,CH,0,261,w-261,7,1.86,2.13,0,0.24,0,0,0.964266,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
654,CH,0,261,w-261,2,1.86,2.18,0,0,0,0,0.955728,2.18,1.86,0.32,13,No,0,0,0.32,2
669,MM,1,261,w-261,2,1.86,2.18,0,0,0,0,0.256,2.18,1.86,0.32,13,No,0,0,0.32,2
767,CH,0,261,w-261,2,1.86,2.18,0,0,0,0,0.83616,2.18,1.86,0.32,13,No,0,0,0.32,2
1069,CH,0,261,w-261,7,1.86,2.13,0,0.24,0,0,0.588965,1.89,1.86,0.03,13,Yes,0.112676,0,0.27,0
189,CH,0,262,w-262,4,1.99,2.09,0,0,0,0,0.999226,2.09,1.99,0.1,13,No,0,0,0.1,4
246,CH,0,262,w-262,7,1.86,2.13,0,0,0,0,0.962375,2.13,1.86,0.27,13,Yes,0,0,0.27,0
307,MM,1,262,w-262,2,1.86,2.18,0,0.6,0,1,0.271919,1.58,1.86,-0.28,10,No,0.275229,0,0.32,2
